Geneid,A10A,A12A,A12B,CM15,CM30,CM39,CM54,CM71,CM75,CM8,M10,M102,M108,M20,M29,M46,M49,M692,M7,M8,M94
ENSG00000010818,33,23,17,6,8,1,7,8,4,4,4,21,2,4,1,6,1,9,5,1,29
ENSG00000010932,0,0,1,1,1,2,3,0,8,0,1,6,0,4,1,0,2,1,6,1,2
ENSG00000011007,24,32,84,49,40,19,44,37,38,42,17,57,21,39,17,27,56,93,27,31,49
ENSG00000011009,5,8,8,6,3,0,12,4,3,22,15,9,7,5,4,3,4,9,6,3,17
ENSG00000011021,16,36,7,9,5,2,32,12,119,3,1,10,10,27,4,2,7,42,24,16,1
ENSG00000011028,1,1,0,1,0,3,4,1,4,3,20,3,4,5,2,1,7,7,2,2,1
ENSG00000011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083,2546,1045,105,264,406,7,40,16,14,66,42,60,11,12,1,208,4,0,4,7,45
ENSG00000011105,3,5,6,0,0,0,0,0,1,0,1,18,0,0,0,2,1,0,0,1,66
ENSG00000011114,1,3,0,3,5,2,1,4,2,4,5,12,1,7,0,0,7,6,8,8,4
ENSG00000011132,1,5,3,1,0,0,0,0,0,1,1,5,0,0,1,1,2,0,1,1,1
ENSG00000011143,0,3,1,1,3,0,1,1,1,2,0,5,0,1,2,1,0,3,1,0,2
ENSG00000011198,2,1,10,1,5,1,3,3,8,0,1,9,2,4,1,2,3,7,3,3,19
ENSG00000011201,1,4,2,1,0,2,2,2,4,1,0,5,0,0,0,4,1,5,1,3,1
ENSG00000011243,7,13,18,7,10,7,13,4,9,11,12,13,5,6,3,4,11,7,5,7,9
ENSG00000011258,16,4,6,5,6,4,7,7,4,11,125,13,5,19,4,8,38,18,9,3,10
ENSG00000011260,1,2,3,3,1,3,6,3,5,4,75,4,7,6,0,4,7,4,1,2,7
ENSG00000011275,1,1,1,0,4,0,2,1,2,1,1,11,4,0,0,2,4,3,2,3,1
ENSG00000011295,55,82,145,75,48,22,119,35,88,85,212,114,25,131,7,76,104,81,78,71,141
ENSG00000011304,5,36,34,2,3,1,6,0,1,7,9,8,0,4,5,3,2,1,0,0,3
ENSG00000011332,2,6,12,5,0,1,8,3,2,11,5,7,5,4,3,5,12,10,3,1,6
ENSG00000011347,19,10,8,4,4,1,1,0,1,1,1,10,1,2,1,3,0,7,0,0,7
ENSG00000011376,1,0,1,1,0,0,1,3,1,2,3,10,2,0,0,1,3,0,1,0,2
ENSG00000011405,6,2,12,2,4,0,5,4,4,11,3,14,8,3,0,3,11,3,2,5,6
ENSG00000011422,9,10,20,1,3,1,5,3,3,7,1,19,1,5,1,2,4,8,1,0,14
ENSG00000011426,0,1,1,0,14,2,0,0,1,3,3,4,0,1,2,0,6,0,0,0,1
ENSG00000011451,10,9,3,0,4,0,2,1,3,2,7,10,3,1,1,6,0,2,5,3,2
ENSG00000011454,5,4,8,6,7,1,6,5,9,7,4,17,5,4,3,5,9,14,5,1,12
ENSG00000011465,0,0,0,0,0,0,1,0,1,1,11,9,1,0,1,5,1,1,2,0,0
ENSG00000011478,7,2,8,6,2,2,4,0,2,4,4,3,2,5,0,4,4,4,2,3,8
ENSG00000011485,4,10,7,10,5,5,4,8,3,3,45,9,3,3,1,6,12,14,5,9,2
ENSG00000011523,92,76,121,102,83,64,114,107,96,128,358,121,62,176,45,134,160,131,127,77,101
ENSG00000011566,1,1,1,0,0,0,2,0,0,1,0,5,0,2,0,0,0,0,1,0,3
ENSG00000011590,17,29,38,40,11,16,26,11,20,28,32,37,28,20,20,24,46,57,17,22,97
ENSG00000011600,0,1,1,0,0,2,0,1,0,0,0,6,1,0,0,2,1,0,1,0,0
ENSG00000011638,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2
ENSG00000011677,3,12,3,0,0,0,1,2,0,0,2,11,0,1,0,0,1,1,0,1,0
ENSG00000012048,0,0,1,0,1,1,2,1,2,1,1,11,0,4,1,2,5,8,2,2,2
ENSG00000012061,117,157,137,109,83,104,138,141,105,97,153,142,94,142,40,102,198,178,193,118,247
ENSG00000012124,0,0,0,0,2,1,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0
ENSG00000012171,2,1,1,0,12,5,2,2,4,6,1,11,1,3,1,0,4,8,0,0,6
ENSG00000012174,0,0,0,0,0,0,1,0,1,0,0,10,0,2,0,0,0,0,0,0,0
ENSG00000012211,43,31,51,24,18,67,116,129,58,162,322,41,161,127,22,116,70,84,200,92,37
ENSG00000012223,0,0,0,0,0,0,0,3,0,1,0,5,0,0,1,0,0,0,5,0,0
ENSG00000012232,3,7,6,13,7,2,9,2,7,8,4,15,4,7,7,4,14,13,11,4,15
ENSG00000012504,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000012660,2,0,1,2,3,0,2,4,8,1,5,7,0,6,0,3,2,7,5,4,1
ENSG00000012779,1,12,11,6,1,3,6,4,7,3,7,15,1,4,8,1,0,9,3,1,31
ENSG00000012817,1,2,15,0,1,0,0,4,2,3,0,0,0,0,0,0,0,7,0,0,0
ENSG00000012822,2,3,3,2,4,2,1,0,2,1,0,11,1,3,1,4,4,3,1,1,8
ENSG00000012963,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0
ENSG00000012983,9,7,7,6,3,1,4,4,8,3,9,11,0,6,0,6,6,1,6,2,11
ENSG00000013016,8,3,1,1,1,0,2,1,4,7,0,1,0,0,0,0,2,4,2,0,0
ENSG00000013275,4,1,11,8,3,1,4,3,2,7,10,4,2,10,1,2,8,8,4,3,8
ENSG00000013288,66,16,86,35,11,5,23,10,32,41,24,32,28,35,15,11,24,99,32,19,23
ENSG00000013293,6,2,11,10,165,14,35,16,50,58,1,40,10,42,7,57,1,11,47,30,19
ENSG00000013297,0,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,0,1,0,1,1
ENSG00000013306,0,2,9,3,3,0,3,1,0,1,0,2,0,1,2,2,1,3,0,0,9
ENSG00000013364,7,0,3,1,1,0,2,1,0,3,0,3,4,1,0,2,1,4,2,2,4
ENSG00000013374,39,85,13,28,16,31,86,43,6,9,4,22,22,28,8,39,6,56,12,20,9
ENSG00000013375,205,306,482,214,182,141,244,209,192,149,91,305,74,230,19,161,166,181,234,207,512
ENSG00000013392,18,2,1,11,1,1,7,3,11,3,0,5,6,9,0,17,1,16,4,9,6
ENSG00000013441,3,2,1,8,7,4,5,8,6,6,3,7,1,3,0,2,3,4,2,1,14
ENSG00000013503,3,11,2,8,7,1,5,3,1,3,0,10,1,1,1,6,5,6,1,3,5
ENSG00000013523,5,7,20,2,4,0,3,3,2,4,3,17,1,4,3,2,6,3,1,1,12
ENSG00000013561,1,0,0,0,1,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0
ENSG00000013563,22,19,28,31,31,17,33,36,42,17,21,28,28,32,4,29,21,96,31,35,54
ENSG00000013573,0,0,0,0,0,1,2,0,0,1,3,6,1,0,2,0,2,4,0,0,1
ENSG00000013583,5,3,0,2,8,6,2,30,1,0,1,4,2,0,3,0,2,2,3,3,0
ENSG00000013588,2,0,0,0,0,0,2,3,0,0,0,5,1,1,0,0,0,0,0,1,0
ENSG00000013619,0,2,0,2,1,2,2,4,2,4,0,2,0,0,1,1,2,6,1,1,2
ENSG00000013725,7,24,8,5,4,1,9,3,1,7,4,15,1,5,2,3,1,9,1,3,3
ENSG00000013810,15,18,36,18,20,33,45,23,16,61,19,29,10,19,2,8,9,22,11,19,16
ENSG00000014123,1,4,5,6,2,2,6,2,3,5,4,8,4,6,0,3,13,7,1,0,6
ENSG00000014138,2,5,0,3,13,2,0,0,4,3,7,6,1,4,2,1,8,2,2,0,1
ENSG00000014164,1,0,1,0,0,0,0,0,0,3,4,6,0,2,0,0,1,1,0,0,0
ENSG00000014216,11,22,20,16,6,19,18,16,5,4,4,24,9,16,1,4,6,18,21,16,35
ENSG00000014257,0,0,0,0,1,1,0,1,1,1,13,4,0,0,0,0,1,3,0,1,1
ENSG00000014641,6,9,3,4,3,5,14,7,9,6,15,2,4,17,6,5,10,25,11,5,4
ENSG00000014824,4,4,1,2,1,0,16,0,1,0,0,6,1,3,0,0,1,9,0,2,0
ENSG00000014914,1,1,4,1,0,0,1,2,1,0,3,12,3,2,0,1,4,4,0,0,10
ENSG00000014919,33,64,19,29,20,22,34,32,21,44,77,34,28,43,4,19,20,34,52,40,45
ENSG00000015133,3,3,5,1,0,0,2,3,0,7,0,9,0,0,0,0,2,0,0,0,2
ENSG00000015153,1,3,2,1,0,0,2,3,2,0,1,4,0,0,0,0,2,3,5,1,1
ENSG00000015171,23,24,33,17,21,11,30,7,19,22,21,13,4,16,4,12,20,33,22,14,23
ENSG00000015285,8,0,7,6,1,0,9,1,5,3,8,18,8,9,2,2,8,14,7,7,7
ENSG00000015413,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
ENSG00000015475,229,313,223,140,127,137,130,247,138,105,15,248,32,141,11,91,61,78,99,100,238
ENSG00000015479,1,2,1,2,0,0,0,0,0,1,2,3,0,0,0,1,3,0,0,0,1
ENSG00000015520,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0
ENSG00000015532,64,56,95,64,23,19,60,18,53,49,443,50,24,38,24,35,59,91,27,24,75
ENSG00000015568,13,24,47,17,11,5,40,16,24,28,14,50,10,10,1,28,9,35,8,10,42
ENSG00000015592,9,44,17,2,17,3,5,0,0,1,0,7,2,4,5,2,0,7,0,0,6
ENSG00000015676,4,12,2,3,6,2,0,2,3,0,2,12,2,3,0,1,2,1,2,0,6
ENSG00000016082,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
ENSG00000016391,95,95,46,127,23,43,81,92,93,41,77,86,17,76,6,54,6,39,55,69,85
ENSG00000016402,0,0,1,0,0,0,2,0,0,2,1,2,0,1,0,1,0,0,0,0,0
ENSG00000016490,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
ENSG00000016602,1,1,0,1,0,0,1,1,1,1,1,1,2,0,0,2,0,0,0,0,0
ENSG00000016864,31,79,92,64,49,60,64,74,57,54,120,85,26,74,13,42,104,76,61,30,124
ENSG00000017260,4,26,17,21,29,14,21,33,26,26,27,21,16,29,8,12,34,15,28,25,35
ENSG00000017427,0,2,0,1,1,0,0,0,2,0,8,7,3,0,0,0,0,2,0,0,0
ENSG00000017483,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
ENSG00000017797,16,6,8,7,8,2,23,7,8,20,16,11,6,9,7,3,10,13,6,9,11
ENSG00000018189,15,32,33,23,10,5,19,11,16,20,15,34,6,14,6,7,20,39,12,8,35
ENSG00000018236,3,12,4,1,6,0,2,2,3,1,0,9,1,2,0,5,1,3,2,1,14
ENSG00000018280,4,6,5,2,4,4,3,6,2,2,4,5,5,7,1,1,4,5,3,4,12
ENSG00000018408,9,4,10,12,11,24,11,42,13,14,15,35,1,21,4,10,11,2,32,25,9
ENSG00000018510,14,47,54,39,46,50,69,73,39,66,32,44,28,62,11,33,32,77,48,31,37
ENSG00000018607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610,1,0,3,5,2,1,2,0,1,1,1,3,2,0,0,0,3,6,0,1,0
ENSG00000018625,41,23,30,28,17,4,8,39,13,8,1,26,1,7,0,10,1,11,4,8,32
ENSG00000018699,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
ENSG00000018869,17,12,28,19,10,8,10,14,6,17,16,25,5,12,1,10,34,9,15,2,73
ENSG00000019102,70,88,8,11,11,0,2,3,0,0,15,2,2,0,0,8,1,4,0,0,1
ENSG00000019144,3,7,4,3,13,13,5,8,22,5,8,38,9,20,5,4,6,11,13,11,13
ENSG00000019169,1,1,0,0,0,1,0,1,0,0,0,8,5,0,0,2,2,0,0,0,0
ENSG00000019186,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000019485,53,2,2,1,0,0,3,0,2,4,6,16,1,2,0,7,0,2,0,1,12
ENSG00000019505,0,12,3,2,0,0,0,1,0,0,1,5,0,1,0,0,0,1,0,0,3
ENSG00000019549,0,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,0,3
ENSG00000019582,40,35,20,32,50,16,43,55,39,36,59,38,27,49,12,32,28,47,53,61,66
ENSG00000019991,1,2,0,0,1,0,0,0,0,0,1,6,0,1,0,3,0,0,0,0,0
ENSG00000019995,52,95,465,117,59,80,207,121,67,115,181,303,32,107,4,63,72,194,57,66,659
ENSG00000020129,10,9,6,4,2,2,2,1,1,0,5,7,5,1,2,2,8,7,3,2,12
ENSG00000020181,159,160,170,80,118,83,108,104,94,107,268,108,65,70,37,111,133,107,77,73,246
ENSG00000020219,1,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,1,0,0
ENSG00000020256,3,1,1,0,0,2,2,1,0,1,5,9,1,2,0,0,3,1,1,0,1
ENSG00000020426,3,5,1,4,4,6,1,6,1,4,2,2,0,4,0,5,0,5,4,3,5
ENSG00000020577,8,6,5,15,7,13,22,30,20,30,2,20,4,22,3,4,9,8,14,15,11
ENSG00000020633,0,0,0,0,0,0,2,2,0,1,2,5,0,0,1,0,1,2,0,1,0
ENSG00000020922,1,1,7,0,1,1,0,0,0,1,1,5,1,0,0,0,0,1,0,0,10
ENSG00000021300,2,1,2,7,25,2,8,11,14,5,16,11,5,21,2,2,2,11,9,4,7
ENSG00000021355,6,7,1,21,2,4,13,5,26,11,73,8,3,35,7,22,7,28,20,21,12
ENSG00000021461,0,0,2,3,0,0,0,1,0,1,1,2,0,0,2,1,7,1,0,0,1
ENSG00000021488,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,10,0,0,0
ENSG00000021574,10,11,27,10,13,7,19,4,14,12,8,9,6,11,4,12,23,12,12,12,6
ENSG00000021645,15,10,11,8,3,8,8,1,1,8,4,25,0,4,0,5,0,4,5,1,41
ENSG00000021762,1,4,0,0,3,1,2,3,3,4,2,10,1,10,0,0,1,5,2,1,1
ENSG00000021776,1,2,3,1,2,0,0,1,1,0,1,7,0,1,0,0,2,0,2,0,1
ENSG00000021826,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,1,0,4,0,0,0
ENSG00000021852,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000022267,0,1,4,1,1,4,8,4,6,6,21,3,4,6,1,8,16,8,4,2,4
ENSG00000022277,2,0,4,2,0,1,0,0,1,2,4,3,0,2,0,0,0,0,1,1,0
ENSG00000022355,11,4,62,0,0,0,0,0,3,3,0,26,0,0,0,0,0,1,0,0,88
ENSG00000022556,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0
ENSG00000022567,6,1,4,2,2,4,4,3,1,4,6,3,3,3,1,4,5,8,2,2,2
ENSG00000022840,12,4,9,7,10,8,11,4,9,6,8,12,3,6,1,9,21,16,5,3,21
ENSG00000022976,119,151,129,125,154,61,88,136,105,45,49,154,24,132,15,65,113,103,84,107,232
ENSG00000023041,49,14,9,15,16,12,11,15,11,14,4,18,16,22,2,15,7,14,16,16,10
ENSG00000023171,11,10,25,13,4,2,7,5,6,1,0,30,0,5,0,2,2,4,4,2,62
ENSG00000023191,72,15,31,45,40,14,36,31,37,16,39,41,30,27,18,28,26,42,31,20,87
ENSG00000023228,3,4,0,2,3,0,3,3,1,2,3,8,1,1,0,3,5,2,0,1,1
ENSG00000023287,7,8,5,4,7,0,2,0,2,1,34,8,3,3,1,3,10,3,0,0,3
ENSG00000023318,12,16,18,66,37,49,94,103,47,82,43,39,19,96,6,56,49,84,56,51,40
ENSG00000023330,2,0,3,0,1,0,2,0,0,1,1,1,0,1,0,0,4,0,0,1,4
ENSG00000023445,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
ENSG00000023516,4,8,6,1,3,0,1,4,0,1,1,9,0,3,0,1,0,4,3,0,3
ENSG00000023572,203,382,418,440,468,412,560,712,367,319,707,477,153,486,55,343,491,528,515,442,420
ENSG00000023608,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0
ENSG00000023697,0,0,0,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0
ENSG00000023734,1,1,0,0,0,0,2,0,0,1,4,1,0,1,0,0,1,2,2,0,2
ENSG00000023839,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,0,0,1
ENSG00000023892,0,4,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,1
ENSG00000023902,10,6,19,10,4,20,5,12,10,2,13,23,6,10,1,3,2,13,4,5,42
ENSG00000023909,0,4,5,5,2,0,1,1,2,0,0,6,1,2,0,0,3,2,0,2,5
ENSG00000024048,4,2,8,3,2,0,0,1,0,2,1,10,0,1,0,2,2,2,2,1,4
ENSG00000024422,4,0,3,0,1,0,2,1,1,1,4,10,1,2,0,1,2,0,3,2,1
ENSG00000024526,0,1,0,1,1,1,0,0,1,0,1,1,5,2,0,0,1,1,1,0,0
ENSG00000024862,3,5,4,1,0,2,5,2,2,4,0,3,1,3,1,1,3,3,1,1,0
ENSG00000025039,3,9,8,2,2,1,4,6,5,3,1,9,3,5,0,4,2,1,5,1,16
ENSG00000025156,1,2,5,1,1,2,5,0,3,0,1,4,0,1,0,4,7,3,2,7,8
ENSG00000025293,4,7,17,5,1,2,3,3,8,3,6,6,2,5,1,6,4,9,3,2,16
ENSG00000025423,5,21,24,7,10,8,16,17,20,15,24,18,11,18,1,9,37,15,3,16,36
ENSG00000025434,77,128,81,86,72,113,96,101,100,82,6,74,61,105,12,49,143,74,156,178,110
ENSG00000025708,10,22,86,34,19,22,20,15,41,8,21,25,26,28,14,20,26,55,31,22,126
ENSG00000025770,46,51,29,30,24,36,36,59,32,37,71,30,14,29,6,21,84,28,59,27,84
ENSG00000025772,2,5,6,16,4,5,13,5,19,3,19,10,9,16,13,4,47,26,15,14,5
ENSG00000025796,2,2,2,1,0,0,6,1,3,0,19,9,2,4,1,4,5,8,1,5,5
ENSG00000025800,1,1,2,2,1,0,0,2,1,1,0,13,0,0,0,0,1,0,4,0,1
ENSG00000026025,11,9,9,10,5,27,65,65,25,61,60,18,46,55,25,39,41,41,44,21,6
ENSG00000026036,9,5,16,9,3,1,11,1,14,14,17,7,11,10,16,8,8,35,7,6,14
ENSG00000026103,29,13,18,17,19,12,36,94,45,58,40,14,12,35,3,20,13,17,44,32,5
ENSG00000026297,1,1,1,1,2,4,2,0,3,4,1,5,0,3,1,1,1,2,1,5,3
ENSG00000026508,0,1,0,3,3,4,8,15,7,9,4,18,10,9,2,3,8,22,5,6,1
ENSG00000026559,3,5,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,2,0,0,0
ENSG00000026652,11,7,19,31,11,20,37,9,30,30,40,52,26,45,10,35,34,46,29,13,45
ENSG00000026751,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0
ENSG00000026950,0,1,0,1,0,0,2,1,2,1,0,7,2,0,0,1,0,1,0,2,0
ENSG00000027001,3,1,0,0,3,0,1,0,1,1,2,3,0,0,0,2,3,1,1,0,0
ENSG00000027075,6,4,6,8,18,12,8,17,12,5,12,58,8,23,0,10,9,5,20,4,19
ENSG00000027644,0,0,3,2,0,5,4,2,2,7,37,11,3,3,2,5,6,14,4,3,3
ENSG00000027697,0,2,1,5,1,6,2,2,0,2,0,5,0,6,1,6,5,3,3,2,4
ENSG00000027847,7,35,53,13,7,4,12,6,15,8,51,15,20,15,11,10,7,29,12,6,21
ENSG00000027869,1,2,1,1,4,0,4,3,0,3,12,6,1,3,3,1,3,11,1,2,2
ENSG00000028116,65,202,156,128,265,116,236,275,211,102,77,109,58,236,21,140,311,240,188,234,83
ENSG00000028137,1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0
ENSG00000028203,1,1,0,0,0,0,0,2,1,0,4,7,0,0,0,1,2,0,0,0,2
ENSG00000028277,2,3,37,1,2,3,1,0,4,4,9,14,2,3,1,2,2,4,1,0,8
ENSG00000028310,5,2,7,3,4,1,8,4,5,6,43,12,4,2,4,6,5,8,1,1,9
ENSG00000028528,3,5,16,6,3,2,7,5,4,10,3,23,0,8,0,4,3,3,4,5,3
ENSG00000028839,133,147,89,151,96,58,52,186,42,63,4,197,29,64,10,64,143,19,26,35,183
ENSG00000029153,1,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0
ENSG00000029363,7,4,8,5,9,1,9,2,3,4,9,18,2,5,1,0,13,6,2,1,12
ENSG00000029364,92,232,209,136,123,106,202,182,133,110,206,168,47,130,22,62,244,105,140,99,197
ENSG00000029534,7,2,18,11,132,16,5,8,14,5,0,17,2,55,2,7,0,2,5,20,51
ENSG00000029559,0,0,0,2,0,1,4,1,0,8,1,2,14,1,5,0,5,4,0,7,0
ENSG00000029639,420,195,25,86,52,224,95,58,48,23,29,93,66,235,1,100,63,37,269,92,128
ENSG00000029725,141,66,242,188,109,81,211,136,160,211,234,206,46,207,31,156,248,229,183,142,246
ENSG00000029993,0,0,0,0,0,1,0,0,2,1,0,4,1,0,0,0,1,0,1,0,0
ENSG00000030066,2,0,2,0,1,1,1,1,1,1,3,7,1,0,0,1,1,1,2,0,1
ENSG00000030110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000030304,4,0,1,6,20,11,33,7,5,37,33,12,5,18,0,9,2,15,7,8,2
ENSG00000030419,3,6,4,6,9,4,11,19,15,4,2,24,4,6,1,3,8,12,2,3,11
ENSG00000030582,1,1,21,6,1,0,1,1,3,0,2,4,2,3,5,3,5,11,1,1,11
ENSG00000031003,4,18,13,5,1,3,0,3,7,8,0,11,1,1,0,7,3,5,4,3,16
ENSG00000031081,6,4,5,3,4,3,6,6,5,14,19,9,8,11,2,7,12,12,8,8,3
ENSG00000031691,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000031698,9,13,7,13,10,6,9,6,6,2,6,12,1,10,3,4,27,15,5,1,20
ENSG00000031823,2,4,3,3,5,0,9,3,3,6,1,6,10,1,5,1,3,3,0,1,1
ENSG00000032219,4,10,17,3,2,3,10,5,5,4,6,6,3,3,0,6,8,7,3,4,17
ENSG00000032389,2,0,2,0,1,0,4,0,2,1,0,6,1,1,0,1,1,1,2,1,2
ENSG00000032444,16,21,42,9,20,14,9,15,15,6,2,31,3,11,2,5,11,14,10,8,46
ENSG00000032742,2,2,3,6,2,3,3,0,1,1,9,11,0,2,0,0,0,2,5,0,0
ENSG00000033011,27,51,33,56,54,65,87,84,90,57,83,58,35,87,12,38,125,62,107,64,61
ENSG00000033030,2,1,2,1,0,0,1,0,0,1,0,5,1,0,0,0,3,0,0,0,4
ENSG00000033050,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000033100,21,18,15,10,15,2,12,7,21,9,7,10,10,8,4,7,6,6,10,4,13
ENSG00000033122,76,77,72,155,57,26,80,36,56,38,58,117,12,51,13,50,31,32,35,16,141
ENSG00000033170,29,23,28,36,104,19,37,14,19,22,6,32,3,23,2,8,6,15,13,18,55
ENSG00000033178,0,1,4,0,2,2,0,1,0,2,0,4,1,1,0,0,2,0,1,1,1
ENSG00000033327,64,32,130,68,26,27,44,47,63,86,36,37,92,41,6,64,96,51,129,48,50
ENSG00000033627,3,6,6,4,5,14,3,21,8,2,3,16,5,9,2,1,26,0,7,1,5
ENSG00000033800,39,96,77,49,59,27,45,39,40,40,287,113,48,49,18,31,105,68,43,36,223
ENSG00000033867,2,3,4,2,2,1,2,1,3,3,2,5,0,2,1,1,3,2,1,0,3
ENSG00000034053,30,31,27,16,13,9,12,14,6,7,1,13,4,22,3,9,8,32,7,9,7
ENSG00000034152,0,2,0,0,0,0,0,0,0,1,1,13,0,0,0,1,0,0,0,0,0
ENSG00000034239,0,0,1,0,1,0,1,0,0,1,1,3,0,1,0,0,0,2,0,0,0
ENSG00000034510,19,52,26,3,11,11,17,8,4,8,44,1,18,7,16,37,34,14,9,6,6
ENSG00000034533,167,310,244,112,100,62,106,126,65,111,117,132,60,134,13,63,96,83,115,91,196
ENSG00000034677,8,13,16,9,9,2,18,9,5,54,17,31,2,13,1,10,18,7,10,8,32
ENSG00000034693,5,2,1,1,2,0,4,0,5,2,1,3,5,9,1,2,1,2,4,5,8
ENSG00000034713,7,12,25,11,7,2,17,8,6,12,11,7,4,15,3,5,11,14,6,5,12
ENSG00000034971,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0
ENSG00000035115,5,2,8,4,2,4,9,2,4,1,8,11,2,4,0,3,1,3,0,4,12
ENSG00000035141,4,2,4,0,0,2,3,0,1,2,2,0,0,1,0,0,3,3,2,1,2
ENSG00000035403,76,108,166,120,109,80,117,116,122,62,59,131,54,134,11,63,74,144,104,100,181
ENSG00000035499,1,1,0,1,1,0,0,2,4,8,0,0,0,8,0,2,2,1,5,3,1
ENSG00000035664,1,0,1,3,1,0,0,0,0,0,1,13,0,0,0,0,0,1,0,1,1
ENSG00000035681,13,15,14,22,28,14,35,30,29,28,59,23,13,36,5,16,14,33,25,12,25
ENSG00000035687,1,3,4,1,0,3,1,0,3,4,15,4,2,2,1,2,4,5,2,4,3
ENSG00000035720,0,5,1,0,0,3,0,0,0,3,2,1,1,1,0,1,1,1,1,1,0
ENSG00000035862,6,16,16,5,10,2,14,3,7,4,10,5,7,10,6,4,23,26,9,4,10
ENSG00000035928,1,2,0,0,3,1,3,0,0,1,1,11,1,1,3,2,5,1,1,0,0
ENSG00000036054,0,4,1,2,0,1,0,1,0,2,7,4,0,4,0,7,4,3,1,0,0
ENSG00000036257,3,3,6,3,4,1,8,1,4,4,4,5,2,6,0,1,2,6,2,2,6
ENSG00000036448,5,8,31,7,2,3,17,13,2,16,0,73,11,2,1,26,16,21,7,6,52
ENSG00000036473,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ENSG00000036530,2,1,1,2,0,0,2,0,0,1,0,21,0,0,0,0,0,0,0,1,1
ENSG00000036549,2,3,3,3,12,0,4,1,7,2,4,4,0,5,0,4,3,1,1,2,5
ENSG00000036565,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
ENSG00000036672,12,3,6,7,2,1,1,4,6,4,0,9,2,15,2,4,3,14,5,5,10
ENSG00000036828,0,0,0,1,1,0,2,0,0,1,2,8,2,1,0,0,0,1,1,8,0
ENSG00000037042,3,2,17,5,3,1,3,2,3,4,4,15,3,3,5,3,16,8,3,1,9
ENSG00000037241,4,2,5,2,2,6,2,1,3,0,0,5,0,2,1,1,1,2,1,1,3
ENSG00000037280,0,1,3,0,0,0,0,0,0,0,2,14,0,0,0,0,1,1,0,0,1
ENSG00000037474,2,0,4,0,3,0,0,2,2,2,7,3,2,0,0,0,4,3,0,0,9
ENSG00000037637,1,0,0,1,1,0,2,0,0,1,0,5,0,0,1,0,1,1,0,0,0
ENSG00000037749,0,2,1,3,3,2,2,3,3,4,3,13,2,3,0,3,0,4,9,1,0
ENSG00000037757,0,2,0,0,2,0,0,0,0,1,1,2,1,0,0,0,3,1,1,0,1
ENSG00000037897,1,4,0,3,2,0,1,0,0,0,3,4,0,0,0,1,1,4,0,0,2
ENSG00000037965,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
